Class,File,Surface Area,Volume,Compactness,Rectangularity,Diameter,Convexity,Eccentricity,A3_bin_0,A3_bin_1,A3_bin_2,A3_bin_3,A3_bin_4,A3_bin_5,A3_bin_6,A3_bin_7,A3_bin_8,A3_bin_9,A3_bin_10,A3_bin_11,A3_bin_12,A3_bin_13,A3_bin_14,A3_bin_15,A3_bin_16,A3_bin_17,A3_bin_18,A3_bin_19,A3_bin_20,A3_bin_21,A3_bin_22,A3_bin_23,A3_bin_24,A3_bin_25,A3_bin_26,A3_bin_27,A3_bin_28,A3_bin_29,A3_bin_30,A3_bin_31,A3_bin_32,A3_bin_33,A3_bin_34,A3_bin_35,A3_bin_36,A3_bin_37,A3_bin_38,A3_bin_39,D1_bin_0,D1_bin_1,D1_bin_2,D1_bin_3,D1_bin_4,D1_bin_5,D1_bin_6,D1_bin_7,D1_bin_8,D1_bin_9,D1_bin_10,D1_bin_11,D1_bin_12,D1_bin_13,D1_bin_14,D1_bin_15,D1_bin_16,D1_bin_17,D1_bin_18,D1_bin_19,D1_bin_20,D1_bin_21,D1_bin_22,D1_bin_23,D1_bin_24,D1_bin_25,D1_bin_26,D1_bin_27,D1_bin_28,D1_bin_29,D1_bin_30,D1_bin_31,D1_bin_32,D1_bin_33,D1_bin_34,D1_bin_35,D1_bin_36,D1_bin_37,D1_bin_38,D1_bin_39,D2_bin_0,D2_bin_1,D2_bin_2,D2_bin_3,D2_bin_4,D2_bin_5,D2_bin_6,D2_bin_7,D2_bin_8,D2_bin_9,D2_bin_10,D2_bin_11,D2_bin_12,D2_bin_13,D2_bin_14,D2_bin_15,D2_bin_16,D2_bin_17,D2_bin_18,D2_bin_19,D2_bin_20,D2_bin_21,D2_bin_22,D2_bin_23,D2_bin_24,D2_bin_25,D2_bin_26,D2_bin_27,D2_bin_28,D2_bin_29,D2_bin_30,D2_bin_31,D2_bin_32,D2_bin_33,D2_bin_34,D2_bin_35,D2_bin_36,D2_bin_37,D2_bin_38,D2_bin_39,D3_bin_0,D3_bin_1,D3_bin_2,D3_bin_3,D3_bin_4,D3_bin_5,D3_bin_6,D3_bin_7,D3_bin_8,D3_bin_9,D3_bin_10,D3_bin_11,D3_bin_12,D3_bin_13,D3_bin_14,D3_bin_15,D3_bin_16,D3_bin_17,D3_bin_18,D3_bin_19,D3_bin_20,D3_bin_21,D3_bin_22,D3_bin_23,D3_bin_24,D3_bin_25,D3_bin_26,D3_bin_27,D3_bin_28,D3_bin_29,D3_bin_30,D3_bin_31,D3_bin_32,D3_bin_33,D3_bin_34,D3_bin_35,D3_bin_36,D3_bin_37,D3_bin_38,D3_bin_39,D4_bin_0,D4_bin_1,D4_bin_2,D4_bin_3,D4_bin_4,D4_bin_5,D4_bin_6,D4_bin_7,D4_bin_8,D4_bin_9,D4_bin_10,D4_bin_11,D4_bin_12,D4_bin_13,D4_bin_14,D4_bin_15,D4_bin_16,D4_bin_17,D4_bin_18,D4_bin_19,D4_bin_20,D4_bin_21,D4_bin_22,D4_bin_23,D4_bin_24,D4_bin_25,D4_bin_26,D4_bin_27,D4_bin_28,D4_bin_29,D4_bin_30,D4_bin_31,D4_bin_32,D4_bin_33,D4_bin_34,D4_bin_35,D4_bin_36,D4_bin_37,D4_bin_38,D4_bin_39
DeskLamp,m613.obj,-0.43670158414447713,-0.24755664941753086,0.43898131884947517,-0.4044855814969993,0.9974042752082795,-0.44554686545434846,0.9316161804872184,0.0498,0.0718,0.0692,0.058,0.0422,0.04,0.0368,0.038,0.038,0.027,0.0298,0.029,0.0268,0.027,0.0276,0.0222,0.023,0.028,0.0212,0.0184,0.0226,0.0222,0.0234,0.0232,0.0244,0.0236,0.0214,0.0186,0.0116,0.0158,0.0144,0.011,0.0082,0.0104,0.0068,0.007,0.0048,0.0038,0.0024,0.0006,0.0018,0.0122,0.0262,0.033,0.0456,0.05,0.0644,0.0622,0.061,0.064,0.0546,0.0602,0.058,0.0658,0.0666,0.064,0.0538,0.0304,0.0216,0.0156,0.013,0.0134,0.0106,0.01,0.0074,0.0086,0.0068,0.006,0.006,0.0034,0.0022,0.0014,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202,0.0562,0.065,0.0878,0.1052,0.0504,0.0272,0.0202,0.0226,0.024,0.0256,0.0234,0.0234,0.0216,0.0304,0.0358,0.044,0.0368,0.0408,0.0404,0.037,0.035,0.0344,0.0388,0.0224,0.016,0.0122,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3342,0.1874,0.1388,0.1088,0.0824,0.0474,0.0332,0.024,0.02,0.0138,0.0074,0.0018,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782,0.021,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeskLamp,m606.obj,-0.11798736590830479,0.1295683784315737,0.5105187653193234,-0.2644124890224385,0.7479875705333044,-0.3245278478191928,-0.012589482742742106,0.028,0.0468,0.067,0.0668,0.0542,0.0502,0.0416,0.0366,0.031,0.0284,0.032,0.0244,0.0306,0.0268,0.0334,0.0328,0.0356,0.0292,0.03,0.0288,0.0246,0.0288,0.022,0.0194,0.0162,0.0142,0.0138,0.0158,0.0152,0.0098,0.012,0.0106,0.0076,0.0096,0.0086,0.0058,0.0046,0.0036,0.002,0.0016,0.0016,0.0078,0.0156,0.0308,0.0368,0.0556,0.0564,0.0532,0.0636,0.0606,0.0576,0.0634,0.0526,0.057,0.0588,0.0482,0.0476,0.0426,0.0402,0.033,0.033,0.0212,0.0218,0.0166,0.0136,0.006,0.0038,0.0008,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.02,0.0286,0.0442,0.0574,0.0698,0.0742,0.053,0.0532,0.0456,0.0352,0.0328,0.0246,0.0256,0.0236,0.0238,0.0262,0.0326,0.04,0.0444,0.0478,0.041,0.049,0.0458,0.032,0.0162,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1698,0.19,0.1302,0.1138,0.1122,0.0928,0.0686,0.0466,0.032,0.0202,0.011,0.0066,0.0044,0.0014,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8422,0.1314,0.0214,0.0034,0.0014,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeskLamp,D00698.obj,-0.3409596589229553,-0.008876208961846661,1.748034435480188,0.009195415495444637,-0.8743013309341732,0.031863393807035206,-0.11133848447791618,0.0296,0.0594,0.069,0.062,0.0494,0.045,0.0436,0.0286,0.0304,0.0332,0.0302,0.0282,0.0286,0.0316,0.031,0.0268,0.029,0.03,0.0244,0.0236,0.0286,0.024,0.0208,0.0202,0.0206,0.0174,0.0158,0.0166,0.0144,0.0154,0.013,0.0122,0.0086,0.0114,0.0084,0.006,0.0054,0.0034,0.0034,0.0008,0.0036,0.0298,0.0662,0.0916,0.0986,0.0984,0.1084,0.109,0.1002,0.0824,0.0504,0.0292,0.0216,0.0184,0.016,0.0148,0.0134,0.012,0.0118,0.0114,0.0074,0.0038,0.001,0.0002,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188,0.07,0.1196,0.1258,0.1016,0.083,0.0604,0.035,0.0236,0.0248,0.0222,0.0282,0.0316,0.0464,0.0566,0.0604,0.0544,0.0218,0.011,0.003,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5136,0.2472,0.1422,0.0648,0.0266,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeskLamp,D00048.obj,0.13016795327772157,1.9739591722421412,5.4096564379191925,0.5422380553066728,-0.5297043521352048,0.8968111019845132,-0.365069572095596,0.0168,0.0294,0.0366,0.039,0.0426,0.0496,0.0476,0.0496,0.0516,0.0458,0.049,0.0486,0.0446,0.0426,0.04,0.0384,0.0376,0.027,0.029,0.0282,0.0248,0.0232,0.0236,0.018,0.0166,0.0152,0.0144,0.011,0.0098,0.0088,0.0088,0.008,0.0062,0.0046,0.0032,0.0034,0.0034,0.002,0.0012,0.0002,0.0012,0.0068,0.0192,0.0438,0.0602,0.0842,0.097,0.1058,0.103,0.1118,0.094,0.086,0.064,0.0436,0.0308,0.0138,0.0152,0.0076,0.0054,0.003,0.0024,0.0008,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072,0.0188,0.034,0.043,0.053,0.0628,0.073,0.077,0.0888,0.0956,0.0894,0.082,0.0736,0.0594,0.0478,0.0354,0.0256,0.0166,0.0104,0.0048,0.0016,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1974,0.24,0.192,0.1444,0.1038,0.0614,0.0308,0.0168,0.009,0.0028,0.0014,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8842,0.0972,0.0156,0.0028,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeskLamp,D00715.obj,-0.20294126117982908,-0.22635296562799004,-0.1849710702157359,-0.4276034705766108,-0.6461728156127644,-0.4894554776726746,0.1415042676743334,0.0446,0.065,0.0686,0.0678,0.0488,0.0384,0.03,0.0286,0.0298,0.029,0.03,0.0264,0.0264,0.0276,0.0266,0.0296,0.0288,0.031,0.033,0.025,0.0306,0.0236,0.0194,0.0208,0.0168,0.0146,0.0168,0.0126,0.0144,0.0122,0.0142,0.0104,0.01,0.0086,0.0088,0.0104,0.0078,0.008,0.0036,0.0014,0.0034,0.0218,0.0408,0.0524,0.0626,0.0644,0.0714,0.0682,0.0712,0.0782,0.0762,0.0764,0.0692,0.0646,0.0458,0.024,0.0156,0.0152,0.0124,0.0114,0.0108,0.015,0.0122,0.0108,0.0054,0.0004,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176,0.0314,0.0554,0.0836,0.0924,0.0826,0.071,0.0588,0.0424,0.0326,0.028,0.022,0.0232,0.0246,0.025,0.0304,0.0356,0.0472,0.0548,0.0542,0.0546,0.0274,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3496,0.2284,0.1638,0.1042,0.0722,0.042,0.0218,0.0118,0.0046,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9808,0.0176,0.0012,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WheelChair,D00453.obj,0.21430673264341604,0.2880164672707281,0.03236176763684765,-0.1694942284464284,-0.3647732699838808,-0.16170229548782628,-0.34551273699414675,0.0148,0.024,0.037,0.0336,0.043,0.0504,0.0556,0.0524,0.0564,0.0508,0.0552,0.0472,0.0382,0.0412,0.0396,0.0352,0.028,0.0278,0.0272,0.0262,0.0236,0.0202,0.0192,0.0186,0.0186,0.015,0.015,0.014,0.012,0.0084,0.0122,0.0082,0.008,0.0062,0.006,0.0026,0.0026,0.0032,0.0018,0.0008,0.0016,0.011,0.0308,0.0548,0.0722,0.0964,0.097,0.102,0.1034,0.0888,0.086,0.0678,0.0534,0.04,0.0262,0.0206,0.0164,0.0126,0.0072,0.0048,0.002,0.0022,0.0024,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.0244,0.0276,0.0342,0.0482,0.0664,0.0836,0.1032,0.1002,0.0912,0.0892,0.0722,0.0682,0.0462,0.0382,0.0254,0.0196,0.0156,0.0128,0.0114,0.0072,0.0038,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2268,0.2348,0.1938,0.152,0.0932,0.0506,0.0238,0.0132,0.0058,0.0032,0.0022,0.0004,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9018,0.0866,0.0104,0.001,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WheelChair,D00687.obj,0.255364835046765,0.1272049520198224,-0.13768570594397717,-0.061207358113382446,-0.37452489009644013,-0.11403733399548567,-0.29237765050931264,0.0306,0.0336,0.0366,0.0384,0.0422,0.0494,0.0508,0.0522,0.0554,0.0484,0.0448,0.0416,0.0412,0.0324,0.0306,0.028,0.0304,0.022,0.0266,0.028,0.0238,0.0248,0.021,0.019,0.0188,0.0162,0.0134,0.0104,0.0136,0.0126,0.011,0.0108,0.0102,0.0072,0.0072,0.005,0.0038,0.0036,0.0026,0.0018,0.0016,0.0114,0.0308,0.0458,0.0638,0.0778,0.0914,0.0986,0.1024,0.0938,0.0804,0.0716,0.0598,0.0454,0.0396,0.0294,0.0212,0.0132,0.0074,0.005,0.0036,0.0022,0.0026,0.001,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0258,0.032,0.0156,0.0262,0.046,0.0808,0.0742,0.0892,0.1046,0.0798,0.0716,0.072,0.0546,0.053,0.0408,0.0378,0.03,0.0174,0.0176,0.0144,0.007,0.0054,0.004,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2568,0.1942,0.192,0.152,0.1002,0.0574,0.0306,0.0136,0.0022,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9134,0.0794,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WheelChair,D00526.obj,0.1264812017283136,0.014953609861368455,-0.1458231173233253,-0.3705327616250618,-0.5595394370559593,-0.3777958740554119,-0.33115020140357926,0.0222,0.038,0.0332,0.0378,0.0382,0.0454,0.0476,0.0488,0.0484,0.0484,0.053,0.048,0.048,0.0388,0.036,0.0352,0.0354,0.03,0.0206,0.0252,0.022,0.0244,0.02,0.021,0.0176,0.0154,0.0136,0.013,0.0126,0.0098,0.01,0.008,0.008,0.0056,0.006,0.0052,0.0054,0.0014,0.0026,0.0002,0.0016,0.0084,0.0234,0.041,0.0652,0.0802,0.0894,0.1078,0.1086,0.0972,0.0932,0.0694,0.0634,0.0444,0.0334,0.0218,0.0164,0.0092,0.0082,0.0068,0.005,0.004,0.0014,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148,0.0258,0.0354,0.0386,0.0392,0.0484,0.0638,0.0866,0.089,0.0922,0.0868,0.09,0.0688,0.0574,0.0418,0.0338,0.0226,0.0216,0.0148,0.0128,0.0068,0.0066,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2392,0.1952,0.18,0.1448,0.0998,0.0682,0.0364,0.019,0.009,0.0052,0.0028,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8832,0.0956,0.0184,0.002,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WheelChair,D00290.obj,0.1453716337949942,0.41136785673809023,0.30268163670280734,-0.1760155978496877,0.4844821846469657,-0.1665476506703017,-0.2944305365849132,0.0222,0.0344,0.0446,0.05,0.0534,0.052,0.0588,0.0532,0.0474,0.0468,0.0394,0.0352,0.0386,0.0286,0.0292,0.031,0.0246,0.025,0.0242,0.0242,0.0256,0.0242,0.0208,0.0208,0.0172,0.0154,0.0176,0.0176,0.009,0.0114,0.0096,0.0092,0.0068,0.007,0.0074,0.005,0.005,0.0042,0.0026,0.0008,0.0028,0.0158,0.0314,0.0548,0.0684,0.0892,0.084,0.0886,0.0862,0.076,0.0654,0.062,0.0444,0.0416,0.0342,0.0366,0.0304,0.0242,0.019,0.017,0.0106,0.008,0.0068,0.002,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148,0.0196,0.0272,0.0434,0.0524,0.0532,0.0742,0.074,0.075,0.0778,0.0672,0.077,0.0816,0.055,0.0452,0.0336,0.0288,0.023,0.0144,0.0114,0.014,0.0126,0.0098,0.0048,0.0058,0.0038,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2298,0.2262,0.1808,0.132,0.0922,0.058,0.0354,0.0182,0.0142,0.0056,0.0036,0.0024,0.0006,0.0002,0.0006,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8948,0.0868,0.0146,0.0026,0.0008,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WheelChair,D00720.obj,0.095722113732189,0.3696164551888188,0.35391940095324753,0.027778908195190702,-0.13305856715926478,0.02868377437247128,-0.29951576988284706,0.0132,0.0316,0.0356,0.0486,0.0474,0.0528,0.0478,0.0526,0.052,0.0506,0.0454,0.0496,0.038,0.0372,0.0374,0.0374,0.0302,0.0276,0.0226,0.0286,0.0228,0.022,0.019,0.02,0.0188,0.014,0.0166,0.0136,0.0088,0.0092,0.0074,0.0104,0.0072,0.0056,0.0056,0.004,0.0038,0.0028,0.0012,0.001,0.0012,0.014,0.0344,0.0626,0.0786,0.1012,0.1102,0.1134,0.1008,0.0936,0.0674,0.0518,0.0442,0.0312,0.0288,0.0212,0.0162,0.011,0.006,0.0044,0.004,0.0014,0.0014,0.0008,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094,0.0224,0.031,0.0416,0.0608,0.073,0.084,0.0872,0.102,0.099,0.0938,0.0776,0.0594,0.0494,0.0288,0.0192,0.0136,0.013,0.011,0.011,0.0058,0.0042,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2416,0.2708,0.2024,0.132,0.0814,0.0454,0.0158,0.0064,0.003,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9482,0.0476,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WheelChair,D00183.obj,0.36499469447265337,0.4275718651354983,0.0017642791626263027,-0.14244305960642684,0.48311212423458894,-0.1439945609516787,-0.27441160448582586,0.022,0.0358,0.0464,0.0488,0.0534,0.054,0.0454,0.0518,0.0522,0.0438,0.0398,0.0314,0.03,0.03,0.0278,0.0294,0.0246,0.0274,0.0268,0.0222,0.0254,0.022,0.0208,0.0188,0.0212,0.018,0.0158,0.0134,0.0144,0.0168,0.013,0.0118,0.0098,0.01,0.0082,0.0066,0.0048,0.0042,0.0014,0.0006,0.0006,0.0086,0.0224,0.0398,0.0586,0.0722,0.0844,0.0804,0.0776,0.0798,0.0676,0.061,0.0544,0.0482,0.043,0.0398,0.0326,0.028,0.0278,0.025,0.0204,0.0122,0.0088,0.005,0.0012,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102,0.0238,0.027,0.0382,0.0414,0.0498,0.0598,0.0632,0.0676,0.0772,0.0738,0.0644,0.0766,0.066,0.0462,0.0336,0.0254,0.0224,0.02,0.0218,0.0238,0.0224,0.0158,0.0146,0.008,0.0068,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1898,0.1944,0.1702,0.1246,0.113,0.0794,0.0506,0.0286,0.0168,0.0102,0.0088,0.0064,0.0052,0.0018,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8662,0.1032,0.0228,0.006,0.0016,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WheelChair,D00394.obj,-0.09788549756910278,0.06576969577038859,0.2545979980177136,-0.21628630110092445,-0.5171466287310416,-0.1955348579598485,-0.33640109293996523,0.021,0.023,0.03,0.0382,0.0378,0.0462,0.0472,0.0522,0.0512,0.053,0.0564,0.0468,0.0428,0.0382,0.041,0.0354,0.0324,0.0298,0.0288,0.0308,0.025,0.023,0.0194,0.0178,0.0154,0.0168,0.016,0.0128,0.0128,0.0096,0.0098,0.0104,0.0082,0.0052,0.0032,0.004,0.003,0.0028,0.0014,0.0012,0.0016,0.0142,0.031,0.0512,0.077,0.0856,0.104,0.113,0.1074,0.1022,0.092,0.0636,0.0518,0.0316,0.0266,0.0158,0.0126,0.0062,0.0024,0.0038,0.003,0.0018,0.001,0.0004,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,0.0212,0.0316,0.0372,0.0446,0.0746,0.099,0.0896,0.0894,0.0944,0.1066,0.0892,0.0618,0.0402,0.0304,0.0228,0.0146,0.013,0.0102,0.0058,0.0044,0.0034,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2326,0.2528,0.207,0.1492,0.0854,0.0452,0.0156,0.0068,0.0036,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9218,0.0722,0.0054,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
